DATA_DATE,PRODUCER,ENERGY,TIMESTAMP
10/19/2019 0:00,EGAT,156.2,10/20/2019 13:30
10/20/2019 0:00,EGAT,159.3,10/21/2019 13:30
10/21/2019 0:00,EGAT,167.1,10/22/2019 13:30
10/22/2019 0:00,EGAT,172.5,10/23/2019 13:30
10/23/2019 0:00,EGAT,172.6,10/24/2019 13:30
10/24/2019 0:00,EGAT,173.6,10/25/2019 13:30
10/25/2019 0:00,EGAT,175.5,10/26/2019 13:30
10/26/2019 0:00,EGAT,171.9,10/27/2019 13:30
10/27/2019 0:00,EGAT,162.2,10/28/2019 13:30
10/28/2019 0:00,EGAT,164.3,10/29/2019 13:30
10/29/2019 0:00,EGAT,165,10/30/2019 13:30
10/30/2019 0:00,EGAT,164.6,10/31/2019 13:30
10/31/2019 0:00,EGAT,170.3,11/1/2019 13:30
11/1/2019 0:00,EGAT,171.3,11/2/2019 13:30
11/2/2019 0:00,EGAT,166.4,11/3/2019 13:30
11/3/2019 0:00,EGAT,153.1,11/4/2019 13:30
11/4/2019 0:00,EGAT,166,11/5/2019 13:30
11/5/2019 0:00,EGAT,185.1,11/6/2019 13:30
11/6/2019 0:00,EGAT,189.7,11/7/2019 13:30
11/7/2019 0:00,EGAT,187.1,11/8/2019 13:30
11/8/2019 0:00,EGAT,184.4,11/9/2019 13:30
11/9/2019 0:00,EGAT,170.5,11/10/2019 13:30
11/10/2019 0:00,EGAT,162.6,11/11/2019 13:30
11/11/2019 0:00,EGAT,172,11/12/2019 13:30
11/12/2019 0:00,EGAT,181.5,11/13/2019 13:30
11/13/2019 0:00,EGAT,175.1,11/14/2019 13:30
11/14/2019 0:00,EGAT,174.5,11/15/2019 13:30
11/15/2019 0:00,EGAT,174.1,11/16/2019 13:30
11/16/2019 0:00,EGAT,173.7,11/17/2019 13:30
11/17/2019 0:00,EGAT,173.7,11/18/2019 13:30
11/18/2019 0:00,EGAT,179.5,11/19/2019 13:30
11/19/2019 0:00,EGAT,189.9,11/20/2019 13:30
11/20/2019 0:00,EGAT,182.7,11/21/2019 13:30
11/21/2019 0:00,EGAT,188.8,11/22/2019 13:30
11/22/2019 0:00,EGAT,192.3,11/23/2019 13:30
11/23/2019 0:00,EGAT,188,11/24/2019 13:30
11/24/2019 0:00,EGAT,169.4,11/25/2019 13:30
11/25/2019 0:00,EGAT,176.9,11/26/2019 13:30
11/26/2019 0:00,EGAT,180.1,11/27/2019 13:30
11/27/2019 0:00,EGAT,172.3,11/28/2019 13:30
11/28/2019 0:00,EGAT,166.1,11/29/2019 13:30
11/29/2019 0:00,EGAT,164,11/30/2019 13:30
11/30/2019 0:00,EGAT,172.1,12/1/2019 13:30
12/1/2019 0:00,EGAT,169,12/2/2019 13:30
12/2/2019 0:00,EGAT,168,12/3/2019 13:30
12/3/2019 0:00,EGAT,165.9,12/4/2019 13:30
12/4/2019 0:00,EGAT,165,12/5/2019 13:30
12/5/2019 0:00,EGAT,146.5,12/6/2019 13:30
12/6/2019 0:00,EGAT,147.5,12/7/2019 13:30
12/7/2019 0:00,EGAT,139.1,12/8/2019 13:30
12/8/2019 0:00,EGAT,138.4,12/9/2019 13:30
12/9/2019 0:00,EGAT,145.5,12/10/2019 13:30
12/10/2019 0:00,EGAT,161,12/11/2019 13:30
12/11/2019 0:00,EGAT,163.9,12/12/2019 13:30
12/12/2019 0:00,EGAT,160.3,12/13/2019 13:30
12/13/2019 0:00,EGAT,153,12/14/2019 13:30
12/14/2019 0:00,EGAT,157.7,12/15/2019 13:30
12/15/2019 0:00,EGAT,146.4,12/16/2019 13:30
12/16/2019 0:00,EGAT,148.4,12/17/2019 13:30
12/17/2019 0:00,EGAT,154.1,12/18/2019 13:30
12/18/2019 0:00,EGAT,142.1,12/19/2019 13:30
12/19/2019 0:00,EGAT,141.8,12/20/2019 13:30
12/20/2019 0:00,EGAT,138.4,12/21/2019 13:30
12/21/2019 0:00,EGAT,144.1,12/22/2019 13:30
12/22/2019 0:00,EGAT,164.4,12/23/2019 13:30
12/23/2019 0:00,EGAT,181.7,12/24/2019 13:30
12/24/2019 0:00,EGAT,178.9,12/25/2019 13:30
12/25/2019 0:00,EGAT,184.2,12/26/2019 13:30
12/26/2019 0:00,EGAT,182,12/27/2019 13:30
12/27/2019 0:00,EGAT,182.2,12/28/2019 13:30
12/28/2019 0:00,EGAT,169.1,12/29/2019 13:30
12/29/2019 0:00,EGAT,142.8,12/30/2019 13:30
12/30/2019 0:00,EGAT,131.6,12/31/2019 13:30
12/31/2019 0:00,EGAT,126.5,1/1/2020 13:30
1/1/2020 0:00,EGAT,114,1/2/2020 13:30
1/2/2020 0:00,EGAT,132.6,1/3/2020 13:30
1/3/2020 0:00,EGAT,161.4,1/4/2020 13:30
1/4/2020 0:00,EGAT,170.4,1/5/2020 13:30
1/5/2020 0:00,EGAT,152.1,1/6/2020 13:30
1/6/2020 0:00,EGAT,176.6,1/7/2020 13:30
1/7/2020 0:00,EGAT,189.3,1/8/2020 13:30
1/8/2020 0:00,EGAT,195.8,1/9/2020 13:30
1/9/2020 0:00,EGAT,182.2,1/10/2020 13:30
1/10/2020 0:00,EGAT,180.7,1/11/2020 13:30
1/11/2020 0:00,EGAT,179.7,1/12/2020 13:30
1/12/2020 0:00,EGAT,158.8,1/13/2020 13:30
1/13/2020 0:00,EGAT,183.9,1/14/2020 13:30
1/14/2020 0:00,EGAT,178.9,1/15/2020 13:30
1/15/2020 0:00,EGAT,167.7,1/16/2020 13:30
1/16/2020 0:00,EGAT,175.7,1/17/2020 13:30
1/17/2020 0:00,EGAT,173.1,1/18/2020 13:30
1/18/2020 0:00,EGAT,175.3,1/19/2020 13:30
1/19/2020 0:00,EGAT,177.5,1/20/2020 13:30
1/20/2020 0:00,EGAT,183.5,1/21/2020 13:30
1/21/2020 0:00,EGAT,188.2,1/22/2020 13:30
1/22/2020 0:00,EGAT,181.8,1/23/2020 13:30
1/23/2020 0:00,EGAT,189.1,1/24/2020 13:30
1/24/2020 0:00,EGAT,174.9,1/25/2020 13:30
1/25/2020 0:00,EGAT,171.2,1/26/2020 13:30
1/26/2020 0:00,EGAT,161.6,1/27/2020 13:30
1/27/2020 0:00,EGAT,163.5,1/28/2020 13:30
1/28/2020 0:00,EGAT,170.9,1/29/2020 13:30
1/29/2020 0:00,EGAT,172.7,1/30/2020 13:30
1/30/2020 0:00,EGAT,172.9,1/31/2020 13:30
1/31/2020 0:00,EGAT,189.9,2/1/2020 13:30
2/1/2020 0:00,EGAT,198.3,2/2/2020 13:30
2/2/2020 0:00,EGAT,193.4,2/3/2020 13:30
2/3/2020 0:00,EGAT,197,2/4/2020 13:30
2/4/2020 0:00,EGAT,201.8,2/5/2020 13:30
2/5/2020 0:00,EGAT,199.7,2/6/2020 13:30
2/6/2020 0:00,EGAT,198.8,2/7/2020 13:30
2/7/2020 0:00,EGAT,198.5,2/8/2020 13:30
2/8/2020 0:00,EGAT,191.4,2/9/2020 13:30
2/9/2020 0:00,EGAT,170.7,2/10/2020 13:30
2/10/2020 0:00,EGAT,169.5,2/11/2020 13:30
2/11/2020 0:00,EGAT,188.7,2/12/2020 13:30
2/12/2020 0:00,EGAT,194.9,2/13/2020 13:30
2/13/2020 0:00,EGAT,195.9,2/14/2020 13:30
2/14/2020 0:00,EGAT,190.2,2/15/2020 13:30
2/15/2020 0:00,EGAT,184.4,2/16/2020 13:30
2/16/2020 0:00,EGAT,175.4,2/17/2020 13:30
2/17/2020 0:00,EGAT,187,2/18/2020 13:30
2/18/2020 0:00,EGAT,186.6,2/19/2020 13:30
2/19/2020 0:00,EGAT,185.5,2/20/2020 13:30
2/20/2020 0:00,EGAT,192.9,2/21/2020 13:30
2/21/2020 0:00,EGAT,176.5,2/22/2020 13:30
2/22/2020 0:00,EGAT,172.1,2/23/2020 13:30
2/23/2020 0:00,EGAT,163,2/24/2020 13:30
2/24/2020 0:00,EGAT,178,2/25/2020 13:30
2/25/2020 0:00,EGAT,190,2/26/2020 13:30
2/26/2020 0:00,EGAT,182.9,2/27/2020 13:30
2/27/2020 0:00,EGAT,186.8,2/28/2020 6:00
2/28/2020 0:00,EGAT,198.1,2/29/2020 13:30
2/29/2020 0:00,EGAT,216.9,3/1/2020 13:30
3/1/2020 0:00,EGAT,197.3,3/2/2020 13:30
3/2/2020 0:00,EGAT,198.2,3/3/2020 13:30
3/3/2020 0:00,EGAT,205.7,3/4/2020 13:30
3/4/2020 0:00,EGAT,205.4,3/5/2020 13:30
3/5/2020 0:00,EGAT,202.7,3/6/2020 13:30
3/6/2020 0:00,EGAT,202.8,3/7/2020 13:30
3/7/2020 0:00,EGAT,190.5,3/8/2020 13:30
3/8/2020 0:00,EGAT,182.6,3/9/2020 13:30
3/9/2020 0:00,EGAT,195.2,3/10/2020 13:30
3/10/2020 0:00,EGAT,204,3/11/2020 13:30
3/11/2020 0:00,EGAT,195.7,3/12/2020 13:30
3/12/2020 0:00,EGAT,195.8,3/13/2020 13:30
3/13/2020 0:00,EGAT,199.2,3/14/2020 13:30
3/14/2020 0:00,EGAT,214.2,3/15/2020 13:30
3/15/2020 0:00,EGAT,202.5,3/16/2020 13:30
3/16/2020 0:00,EGAT,211.2,3/17/2020 13:30
3/17/2020 0:00,EGAT,206.7,3/18/2020 13:30
3/18/2020 0:00,EGAT,210.5,3/19/2020 13:30
3/19/2020 0:00,EGAT,206.9,3/20/2020 13:30
3/20/2020 0:00,EGAT,198.9,3/21/2020 13:30
3/21/2020 0:00,EGAT,202.9,3/22/2020 13:30
3/22/2020 0:00,EGAT,193.1,3/23/2020 13:30
3/23/2020 0:00,EGAT,201.7,3/24/2020 13:30
3/24/2020 0:00,EGAT,212.8,3/25/2020 13:30
3/25/2020 0:00,EGAT,210,3/26/2020 13:30
3/26/2020 0:00,EGAT,210.5,3/27/2020 13:30
3/27/2020 0:00,EGAT,202.8,3/28/2020 13:30
3/28/2020 0:00,EGAT,184.3,3/29/2020 13:30
3/29/2020 0:00,EGAT,170.9,3/30/2020 13:30
3/30/2020 0:00,EGAT,179.3,3/31/2020 13:30
3/31/2020 0:00,EGAT,181.2,4/1/2020 13:30
4/1/2020 0:00,EGAT,176.2,4/2/2020 13:30
4/2/2020 0:00,EGAT,183.4,4/3/2020 13:30
4/3/2020 0:00,EGAT,199.3,4/4/2020 13:30
4/4/2020 0:00,EGAT,200.3,4/5/2020 13:30
4/5/2020 0:00,EGAT,192.7,4/6/2020 13:30
4/6/2020 0:00,EGAT,194.5,4/7/2020 13:30
4/7/2020 0:00,EGAT,194.1,4/8/2020 13:30
4/8/2020 0:00,EGAT,189.6,4/9/2020 13:30
4/9/2020 0:00,EGAT,185.9,4/10/2020 13:30
4/10/2020 0:00,EGAT,197.5,4/11/2020 13:30
4/11/2020 0:00,EGAT,184,4/12/2020 13:30
4/12/2020 0:00,EGAT,168.4,4/13/2020 13:30
4/13/2020 0:00,EGAT,157.3,4/14/2020 13:30
4/14/2020 0:00,EGAT,162.8,4/15/2020 13:30
4/15/2020 0:00,EGAT,179.1,4/16/2020 13:30
4/16/2020 0:00,EGAT,184.1,4/17/2020 13:30
4/17/2020 0:00,EGAT,175.8,4/18/2020 13:30
4/18/2020 0:00,EGAT,173.2,4/19/2020 13:30
4/19/2020 0:00,EGAT,173.8,4/20/2020 13:30
4/20/2020 0:00,EGAT,180,4/21/2020 13:30
4/21/2020 0:00,EGAT,192.1,4/22/2020 13:30
4/22/2020 0:00,EGAT,191.6,4/23/2020 13:30
4/23/2020 0:00,EGAT,191,4/24/2020 13:30
4/24/2020 0:00,EGAT,183.8,4/25/2020 13:30
4/25/2020 0:00,EGAT,175.2,4/26/2020 13:30
4/26/2020 0:00,EGAT,163,4/27/2020 13:30
4/27/2020 0:00,EGAT,170.1,4/28/2020 13:30
4/28/2020 0:00,EGAT,172.2,4/29/2020 13:30
4/29/2020 0:00,EGAT,177.2,4/30/2020 13:30
4/30/2020 0:00,EGAT,178.9,5/1/2020 13:30
5/1/2020 0:00,EGAT,162.5,5/2/2020 13:30
5/2/2020 0:00,EGAT,164.4,5/3/2020 13:30
5/3/2020 0:00,EGAT,166.6,5/4/2020 13:30
5/4/2020 0:00,EGAT,185.8,5/5/2020 13:30
5/5/2020 0:00,EGAT,190.6,5/6/2020 13:30
5/6/2020 0:00,EGAT,185.4,5/7/2020 13:30
5/7/2020 0:00,EGAT,194.6,5/8/2020 13:30
5/8/2020 0:00,EGAT,197.3,5/9/2020 13:30
5/9/2020 0:00,EGAT,196.8,5/10/2020 13:30
5/10/2020 0:00,EGAT,184.7,5/11/2020 13:30
5/11/2020 0:00,EGAT,180.1,5/12/2020 13:30
5/12/2020 0:00,EGAT,195.9,5/13/2020 13:30
5/13/2020 0:00,EGAT,197.8,5/14/2020 13:30
5/14/2020 0:00,EGAT,200.6,5/15/2020 13:30
